X	Y
966.46	261.85
967.34	260.69
972.27	262.81
971.96	266.54
974.42	268.65
969.92	268.73
971.25	266.57
973.39	269.91
971.20	272.37
973.91	269.98
975.93	273.45
979.43	274.24
982.98	275.39
983.36	272.56
983.81	270.88
986.74	270.55
990.52	269.38
992.28	267.51
996.51	262.56
999.50	260.73
996.96	257.94
997.33	252.28
999.84	247.09
1005.03	247.63
1003.39	248.38
1005.94	249.65
1005.18	249.79
1003.37	251.01
1005.96	252.71
1002.57	254.65
1002.57	254.65
1004.22	240.50
1001.44	244.80
999.27	250.62
994.62	252.95
995.14	254.60
1001.41	251.91
1000.95	251.36
999.21	254.87
996.36	255.37
994.36	259.24
989.04	255.49
984.13	250.84
983.55	246.72
980.54	246.55
980.63	248.25
980.79	248.35
985.82	245.28
987.38	243.80
986.46	241.44
990.23	241.16
992.78	244.81
993.74	245.78
1001.07	242.43
999.89	238.45
1005.55	237.33
1005.55	237.33
1014.92	235.70
1021.28	235.83
1023.83	239.16
1024.48	245.22
1026.07	249.79
1030.75	253.01
1031.47	255.12
1029.17	253.79
1027.70	253.22
1032.86	252.48
1035.10	252.06
1034.70	248.96
1032.34	245.02
1030.68	243.18
1032.98	246.91
1033.92	248.25
1034.85	249.59
1034.10	251.56
1034.09	251.87
1031.36	252.11
1032.31	252.51
1032.27	255.44
1031.89	252.98
1032.71	252.15
1032.62	249.76
1029.88	248.18
1026.87	244.64
1028.26	244.29
1027.97	244.32
1028.70	244.54
1029.19	245.14
1027.50	244.91
1025.47	244.27
1023.58	243.86
1022.51	243.14
1018.94	242.86
1014.97	242.19
1010.74	245.78
1012.77	250.09
1011.03	252.62
1011.91	256.75
1016.08	258.02
1020.18	259.11
1022.75	257.88
1023.09	261.64
1026.19	265.88
1029.79	268.81
1034.16	268.96
1036.56	266.73
1037.65	262.35
1036.15	262.93
1035.40	262.76
1038.32	266.25
1045.03	270.00
1044.06	271.50
1043.42	270.93
1043.09	272.11
1045.67	275.77
1045.16	279.49
1043.74	277.11
1040.90	275.53
1039.30	274.77
1036.87	275.15
