X	Y
1116.02	423.16
1115.18	418.70
1109.20	413.49
1104.95	413.86
1104.43	416.89
1103.92	420.08
1106.31	424.27
1107.32	426.36
1106.41	426.72
1102.16	427.75
1099.83	427.02
1101.52	428.14
1101.77	426.51
1104.90	422.55
1105.34	419.98
1108.47	415.31
1108.47	415.31
1110.21	411.81
1110.87	411.05
1116.31	408.51
1115.99	410.16
1115.07	409.20
1115.10	407.57
1114.81	407.38
1115.58	403.34
1114.81	399.51
1118.21	399.55
1118.19	399.29
1118.85	400.01
1119.52	396.75
1121.48	395.73
1120.94	393.13
1123.79	393.47
1123.57	394.06
1124.10	391.42
1124.10	391.42
1116.48	393.52
1117.04	395.62
1113.56	401.59
1112.01	403.61
1106.92	402.06
1107.38	401.09
1111.38	400.94
1111.37	401.93
1110.85	402.45
1113.66	403.68
1112.33	403.31
1108.82	403.05
1106.95	401.53
1107.42	402.90
1110.28	402.37
1109.97	403.42
1108.52	404.08
1108.51	407.38
1111.26	406.66
1112.47	411.43
1114.64	408.53
1116.03	405.89
1114.29	405.37
1114.10	408.24
1111.72	408.02
1114.00	411.21
1117.79	416.77
1116.95	414.16
1116.76	412.72
1114.39	410.66
1117.47	410.66
1120.13	410.25
1118.76	409.34
1123.70	411.30
1127.16	407.64
1126.09	404.70
1124.87	404.12
1123.21	405.00
1118.52	405.23
1119.06	405.34
1114.98	400.80
1114.98	400.80
1110.45	395.90
1108.73	395.43
1109.24	396.53
1109.10	401.42
1110.56	404.22
1112.79	403.15
1113.61	404.78
1112.92	405.25
1115.12	408.89
1119.59	408.51
1121.40	401.20
1122.44	395.76
1120.51	391.20
1120.81	389.59
1120.20	391.42
1118.23	389.11
1114.57	388.36
1110.32	390.87
1106.85	389.81
1106.61	388.63
1107.35	392.04
1107.15	393.91
1105.51	396.58
1106.02	403.07
1104.48	409.51
1107.67	408.21
1109.03	402.44
1107.46	402.34
1104.92	401.69
1102.68	397.46
1104.79	392.49
1105.27	392.79
1107.95	391.35
1110.34	390.33
1111.31	393.16
1112.23	393.39
1114.91	394.54
1117.23	395.71
1115.41	396.42
1113.70	400.20
1109.81	399.75
1111.32	399.55
